Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Burkina Faso,BFA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1041497,945880,945663,944859,937911,917327,761443,746617,689266,..
Burkina Faso,BFA,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,47.05522,..,57.36603,62.34405,60.8495,62.0298,61.72434,63.51922,65.47893,..
Burkina Faso,BFA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,1.4778,..
Burkina Faso,BFA,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,31.05451,33.29875,32.25586,38.80639,43.50005,45.56073,..,..,..
Burkina Faso,BFA,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,39.04471,38.93586,82.0661,78.86055,..,62.26394,..,..,..
Burundi,BDI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.77525,6.31925,6.16786,5.99536,6.78452,6.37054,4.69272,4.76183,5.01084,..
Burundi,BDI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,136.38741,141.29478,140.26465,137.95144,136.47199,132.81546,129.4978,124.78438,122.17842,..
Burundi,BDI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98866,1.00663,1.01582,1.01945,1.0328,1.02956,1.02292,1.01499,1.0125,..
Burundi,BDI,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,5.5074,4.33219,4.69496,5.15385,6.38332,8.15714,8.05546,8.06803,9.08563,..
Burundi,BDI,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,96.42535,..,..,..,..,..,..,96.35943,94.09198,..
Burundi,BDI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,59818,..,..,..,..,..,..,74286,114262,..
Burundi,BDI,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,51.54842,56.37577,62.99792,70.71984,69.56656,64.53968,67.67451,68.3787,63.02139,..
Burundi,BDI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,3.42366,4.23763,..,..,7.75627,7.20944,..,..
Burundi,BDI,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,13.61942,14.03145,17.75982,20.35079,25.794,27.66836,31.62386,30.47893,..
Burundi,BDI,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,26.35124,29.86609,36.1371,59.87271,58.59974,59.46542,58.15108,47.78239,57.95678,..
Cabo Verde,CPV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.56729,5.04361,..,5.00144,4.96387,5.26691,5.28879,5.17322,..,..
Cabo Verde,CPV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.02294,104.80273,103.47218,104.05089,103.22404,101.7281,100.23744,99.66911,100.4555,..
Cabo Verde,CPV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9293,0.92575,0.9214,0.92664,0.92505,0.93139,0.9322,0.93291,0.93421,..
Cabo Verde,CPV,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,64.12428,67.22505,66.62564,64.78818,65.30452,67.65683,69.38524,65.15677,64.4529,..
Cabo Verde,CPV,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,93.59526,91.9733,92.5222,92.35761,92.32356,92.51481,91.54659,91.9506,92.55145,..
Cabo Verde,CPV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3355,4140,3896,4249,4196,4110,4420,4306,3973,..
Cabo Verde,CPV,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,101.10082,96.29145,97.75908,92.35906,94.72225,95.21536,91.03706,87.40142,87.29021,..
Cabo Verde,CPV,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,5.97243,..,..,12.17531,10.42275,13.74177,..
Cabo Verde,CPV,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,60.6972,67.87116,67.53029,66.78871,66.37653,67.53768,61.82859,60.8429,68.10977,..
Cabo Verde,CPV,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,96.89808,93.82261,95.4034,91.38444,94.02127,94.84585,91.37631,86.72028,89.15401,..
Cambodia,KHM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.53379,1.51069,1.5609,2.05054,1.90939,..,..,..,2.16286,..
Cambodia,KHM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,120.18495,117.84765,117.48235,117.56851,113.54032,116.65059,108.74761,106.46344,106.07808,..
Cambodia,KHM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94355,0.93286,0.93234,0.90988,0.94616,0.99283,0.97469,0.97582,0.976,..
Cambodia,KHM,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,12.67216,12.10832,14.09282,14.40036,16.60333,17.93208,19.02393,20.64697,23.25079,..
Cambodia,KHM,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,92.67004,..,..,..,93.98912,96.56381,92.7302,90.32308,90.19264,..
Cambodia,KHM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,117131,40924,40982,..,84830,82584,134186,180125,186109,..
Cambodia,KHM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,85.179,87.46834,93.19102,94.19037,96.64279,95.51302,92.41138,89.54563,87.99948,..
Cambodia,KHM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,33.61308,32.97883,34.55595,37.12135,37.90928,43.345,..
Cambodia,KHM,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,84.34094,84.40192,88.41341,83.67109,80.83206,80.26722,..
Cameroon,CMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.99366,2.76677,2.69718,2.76802,2.68713,2.76805,2.65423,3.15482,3.14529,..
Cameroon,CMR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.18631,99.69366,104.25835,..,106.69805,109.93873,109.98694,104.50628,98.0121,..
Cameroon,CMR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.86391,0.86947,0.87633,..,0.89088,0.89826,0.90038,0.90056,0.90162,..
Cameroon,CMR,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,18.36556,19.29259,21.50039,..,24.74686,26.72517,28.31203,27.27763,25.51386,..
Cameroon,CMR,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,82.91874,..,..,..,..,90.25242,88.71914,..,..
Cameroon,CMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,363235,187344,..,174485,164168,192130,258823,..,..
Cameroon,CMR,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,71.67993,70.71425,74.24182,..,72.77978,74.17043,73.39319,68.21424,64.47068,..
Cameroon,CMR,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,26.7715,27.62011,33.08886,40.3771,32.8904,32.2443,31.36513,..,..,..
Cameroon,CMR,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,50.20539,48.95988,..,..,52.74009,48.70972,46.14275,45.64134,40.07454,..
Canada,CAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.36993,5.27444,..,..,..,..,..,..,..,..
Canada,CAN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.90506,98.54883,100.06698,100.91373,102.15868,102.90796,101.06847,100.81914,..,..
Canada,CAN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00521,1.00714,1.01077,1.01116,1.01199,1.00807,1.00086,0.99759,..,..
Canada,CAN,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,12027,12482,13487,9238,1013,2753,..,..
Canada,CAN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,36.2835,39.50359,39.29012,..,38.09529,..,..,..
Canada,CAN,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,97.15723,96.63856,98.52637,98.83328,98.58369,..,..,..
Canada,CAN,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,97.95807,99.73007,102.44067,102.74275,102.20993,..,..,..
Caribbean small states,CSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.91643,99.17152,99.62442,98.8509,98.33717,99.94649,98.22032,97.39846,97.29676,..
Caribbean small states,CSS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97917,0.98228,0.98525,0.97254,0.97647,1.00311,0.98007,0.98075,0.97272,..
Caribbean small states,CSS,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,90.79281,89.15522,88.25528,87.76584,..
Caribbean small states,CSS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,58225,55350,57405,62185,63137,52808,56636,61401,65482,..
Caribbean small states,CSS,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,90.52493,91.6818,92.11843,91.15279,91.25849,91.51285,91.14359,91.27883,90.84398,..
Caribbean small states,CSS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.11761,1.10792,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,73.40723,74.54874,75.71212,..,..,..,89.3694,..,..,..
Central African Republic,CAF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.72568,0.74024,0.75847,..,..,..,0.7801,..,..,..
Central African Republic,CAF,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,5.18083,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,57.04558,55.69895,58.95938,..,..,..,..,..,..,..
Central African Republic,CAF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,244035,264970,252222,..,..,..,..,..,..,..
Central African Republic,CAF,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,39.2278,40.87233,42.82416,..,..,..,40.87417,..,..,..
Central African Republic,CAF,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,11.05559,..,..,..,..,..,..,..
Central African Republic,CAF,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,22.55591,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.62449,98.57657,99.46705,98.83572,98.16025,97.48528,96.83118,96.86322,96.89761,..
Central Europe and the Baltics,CEB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9912,0.99304,0.99598,0.99572,0.9963,0.99773,0.99839,0.99788,0.99769,..
Central Europe and the Baltics,CEB,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,92.92732,92.86517,92.9377,92.65548,92.35341,91.96324,91.31979,91.3643,..,..
Central Europe and the Baltics,CEB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,160742,165109,155687,192707,217306,213465,237642,259904,363586,..
Central Europe and the Baltics,CEB,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,97.24109,97.70147,96.79386,97.31368,97.1201,97.94968,97.44619,99.64987,99.67159,..
Central Europe and the Baltics,CEB,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.98194,2.2579,2.20615,2.85071,..,..,..,2.45482,2.24185,..
Chad,TCD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,69.10147,75.72748,79.79502,86.31782,87.31285,79.44822,75.46867,..,..,..
Chad,TCD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.73016,0.74618,0.75326,0.7579,0.754,0.76636,0.76868,..,..,..
Chad,TCD,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,1.48202,1.46796,1.24263,..,..,0.80508,0.83068,..,..,..
Chad,TCD,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,53.49643,..,67.37677,..,69.14669,64.07191,..,..,..
Chad,TCD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,816390,..,509010,..,511634,674855,..,..,..
Chad,TCD,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,30.86058,33.93759,34.40066,37.66219,..,37.49597,41.32026,..,..,..
Chad,TCD,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,15.49171,15.13033,..,22.50989,..,..,..,..,..,..
Chad,TCD,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,22.35315,24.08326,25.4227,21.4292,..,..,..,..,..,..
Channel Islands,CHI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.16209,4.04519,..,4.52943,4.73095,4.87531,5.34415,5.40274,..,..
Chile,CHL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.22481,101.71235,101.55767,99.81939,99.34767,99.13218,99.45711,99.94247,..,..
Chile,CHL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97152,0.9683,0.96834,0.96874,0.96944,0.97015,0.97082,0.97158,..,..
Chile,CHL,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,82.4685,83.22806,85.32154,73.28197,75.64191,76.06628,75.77335,75.28905,..,..
Chile,CHL,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,95.50473,94.74961,94.48551,93.69801,93.44061,93.45642,94.05549,94.76194,..,..
Chile,CHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,42194,49451,51097,57277,56759,54386,45312,33899,..,..
Chile,CHL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,95.71445,98.82017,98.69904,98.90056,96.97696,95.48255,94.75356,..,..
Chile,CHL,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,18.96549,..,19.52244,..,..,..,..,..,..,..
Chile,CHL,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,93.21467,97.47127,96.83242,97.3018,97.12864,..,..
Chile,CHL,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,96.33206,97.09058,96.10319,95.70905,94.83048,..,..
China,CHN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.04289,98.24032,99.19531,99.43689,95.83343,96.44554,98.22966,99.90993,100.83158,..
China,CHN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98268,0.98486,0.9889,0.99761,1.00072,1.00246,1.00509,1.00948,1.01135,..
China,CHN,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,..,..,..,..,..,..
China,CHN,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
China,CHN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
China,CHN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,18.69282,24.74812,28.64706,31.32267,32.94441,33.65813,..
China,CHN,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,97.98782,96.78439,104.97523,97.98178,92.88838,86.06766,87.14788,88.23204,86.01241,..
China,CHN,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,102.54544,..,..,107.80422,102.89264,96.88941,93.53641,96.72646,99.44466,..
Colombia,COL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.84159,4.47262,4.37448,4.88174,4.62946,4.47039,4.47721,4.53688,4.50259,..
Colombia,COL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,119.29285,115.65773,113.04351,114.74792,112.65401,113.40598,114.59583,113.11086,112.75912,..
Colombia,COL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98337,0.96707,0.96788,0.97471,0.9682,0.96946,0.97279,0.96862,0.97025,..
Colombia,COL,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,49.39554,51.08939,..,..,..,..,..,..,..,..
Colombia,COL,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,91.39447,91.45634,89.93366,90.09056,90.47222,92.03987,93.16734,93.37977,93.16194,..
Colombia,COL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,92389,112318,196206,..,..,140666,175096,100446,84250,..
Colombia,COL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,116.95599,115.31002,109.66822,99.79444,99.2422,100.03305,101.71125,105.9868,106.46328,..
Colombia,COL,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,13.6851,14.20233,18.7357,19.63756,20.61592,22.05927,23.80567,25.67417,..
Colombia,COL,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,86.55895,87.40014,78.45162,91.82732,90.80563,90.26754,87.8407,87.02468,88.00165,..
Colombia,COL,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,111.4191,110.69494,103.06187,104.45929,102.99568,99.8566,101.75532,105.27697,105.76844,..
Comoros,COM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,2.83045,2.74784,2.38276,2.74473,2.48708,..,..,..,..
Comoros,COM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,98.87806,..,103.78357,101.1995,..,..,97.23629,99.42279,..
Comoros,COM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.84609,..,0.94202,0.93166,..,..,0.95721,0.99835,..
Comoros,COM,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,..,..,..,14.4052,..,..,18.24637,21.85194,..
Comoros,COM,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,82.22375,79.21642,..,..,78.93816,80.68777,..
Comoros,COM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,13563,15345,..,..,17935,22667,..
Comoros,COM,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,74.6988,77.67992,..,..,76.72008,..,..
Comoros,COM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,4.994,..,..,..,..,..,..
Comoros,COM,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,21.42351,..,18.74883,..,..,..,26.20538,25.7034,..
Comoros,COM,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,49.61832,..,59.4923,..,..,..,48.89916,56.6987,..
"Congo, Dem. Rep.",COD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.52498,..,..,2.06221,1.95143,2.17044,2.11869,1.45495,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.03693,94.11845,98.84891,101.28365,104.89545,107.57629,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.87039,0.87043,0.88215,0.90629,0.90907,0.99266,..,..,..,..
"Congo, Dem. Rep.",COD,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,..,3.79876,..,4.10953,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,63.64162,65.57299,70.90409,69.77173,..,69.91117,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,..,..,..,..,..,..,5.15342,..,..,..
"Congo, Dem. Rep.",COD,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,..,..,..,..,..,21.69289,..,..,..,..
"Congo, Rep.",COG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.22079,..,..,..,4.0172,4.56147,..,5.66072,3.63639,..
"Congo, Rep.",COG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.09829,106.08415,110.50568,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94572,0.94428,1.07474,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE,11.86122,10.61395,12.52551,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,84.61883,..,91.64617,..,..,..,..,..,..,..
